irn,year,falladm,pctmin,Avgtchpy,Tadmprtc,Ptaxrate,Agy,Percapy,Pctag,Pctres,Persex,Agehet,racehet,inchet,localxpa,math,agvalpera,resvalpera,cl2valpera_ch1,salestax,disadv,dum90,dum91,dum92,dum93,dum94,dum95,dum96,dum97,dum98,dum99,dum00,dum01,dum02,dum03,dum04,dum05,dum06,dum07,dum08,dum09,dum10,countynum
48165,1992,1.827,0.98,44.66268,18.81,28.15499729,1.583975798,19706.09353,12.15060309,92.81097189,8.038,0.613862691,0.0348198,0.95720004,1.469423374,56,6.83266248,45.35783711,-0.100400655,0.5,0.055480544,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
48223,1993,3.734,13,49.636208,19.98,30.40269581,5.26763543,26537.2062,1.525705116,67.61350081,19.85,0.612989781,0.099392851,0.982455128,2.294802148,56,1.703218372,73.77700095,2.094310598,1.25,0.09796569,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
48256,1992,1.34,0.44,38.86887,20.56,30.79999381,1.249976561,19607.47547,7.368726758,79.99768902,6.375,0.620309028,0.0160011,0.865941539,1.555927052,56,4.653220299,45.86390194,0.040683707,1,0.063844933,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
48272,1992,1.739,0.74,39.15114,22.58,27.71088454,1.296119951,17510.40193,38.33066388,91.56423044,7.402,0.600568619,0.051153253,1.017594264,1.560596688,56,23.57549301,32.74160814,-0.112395254,1,0.074350272,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
48470,1992,2.185,2.32,46.65021,18.68,24.29379659,1.834124883,20635.96853,17.2543925,81.22682382,8.888,0.626607339,0.029965161,0.988897662,1.523570121,56,13.32193339,49.39243552,-0.428331791,0.5,0.07520923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
48488,1991,3.598,0.61,46.520716,21.19,29.183895,3.222411774,19911.09599,16.26548459,84.18530295,16.184,0.617484617,0.013408991,1.005770968,1.677000561,56,11.10249743,46.36072196,0.14539741,0.5,0.06916351,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
48728,1990,6.116,4.41,51.235093,20.77,35.4051958,6.999599346,23656.0862,2.668379566,86.81561647,29.589,0.619252341,0.031674938,0.984735467,2.455272384,56,2.131485739,43.4494588,0.234319526,1,0.033662562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
48744,1990,1.892,1.48,45.622577,19.45,24.93418191,1.829093176,19953.01817,14.36890225,93.22449513,9.167,0.61943194,0.013849531,0.970392543,1.455695929,56,8.998478726,31.92182347,-0.097713514,1,0.055139347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
48793,1993,1.108,0.27,34.161256,16.95,23.84864657,0.802998183,15662.14516,31.71068026,90.92356998,5.127,0.629202156,0.013782959,0.93528127,0.975106007,56,14.25992278,26.62734536,-0.238561387,1,0.123032365,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
48835,1992,2.206,1.45,43.171305,21.33,22.38988541,1.565762923,18053.30246,21.3477944,83.77532384,8.673,0.638703012,0.018858884,1.121244176,0.914141015,56,10.40394914,30.4243534,-0.189413651,1,0.126716173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
48850,1993,2.049,1.76,40.867734,19.37,24.17917728,1.396701746,15505.12596,8.837753759,81.17000017,9.008,0.611599225,0.011092016,0.894909613,0.729278253,56,3.283961777,26.87745539,1.757162656,1.5,0.133938766,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
49056,1991,2.016,0.55,38.934686,18.88,24.8791787,1.402340905,15756.63938,28.8742,90.84127665,8.9,0.62825371,0.010285925,0.987052797,1.101027965,56,14.06659689,30.18839958,0.104306816,1,0.123609105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
49148,1991,2.016,3.97,43.832542,20.74,27.28957114,1.453201484,17916.4281,14.12984781,82.64996859,8.111,0.639070875,0.024075064,1.122636406,1.025506585,56,6.424458591,31.15424062,-0.39034816,1,0.22630038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
49189,1990,2.574,2.72,43.569708,18.18,29.77379814,2.094249053,19062.88962,13.51042177,89.61795042,10.986,0.637482349,0.016992981,1.029584591,1.38994945,56,7.037828283,25.62754856,-0.005088431,1.5,0.066752247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
49197,1991,2.458,3.66,48.467376,17.99,32.47639579,2.102133344,19512.98008,6.435172818,82.70352345,10.773,0.609602733,0.033300718,0.976834027,1.989544823,56,4.76674703,56.49450981,0.035190947,1.5,0.063690959,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
49429,1992,1.203,1.84,39.18606,18.23,35.82707149,0.811600964,14834.59997,32.31257952,95.52772358,5.471,0.651037148,0.012918023,1.021535465,1.46398399,56,13.82188317,27.04062469,0.804746061,0.75,0.148226308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
49452,1993,4.107,5.1,43.266266,16.89,32.229096,3.903473763,18567.63432,2.45095658,70.12650344,21.023,0.601678364,0.054781862,0.934651918,1.497520133,56,1.62396991,44.84088076,-0.766564424,1,0.083501782,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
49460,1993,1.059,1.7,40.457046,16.01,27.66056347,0.738374287,15753.66518,30.4934527,90.20696002,4.687,0.663891326,0.01972234,0.949475821,1.036067773,56,12.6617489,24.79474669,-0.088534728,1,0.16503052,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
49494,1992,1.245,4.18,41.364195,19.92,29.02446403,0.806261682,16364.15023,40.21331032,92.59068894,4.927,0.636954139,0.035621448,1.050425672,1.072995301,56,16.05595422,20.91269747,0.269674895,1,0.169320507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
49577,1991,1.143,11.99,44.470036,17.4,26.5086763,1.055604991,20003.8846,19.79224135,81.19639009,5.277,0.60620171,0.088802512,0.915675445,1.670786635,56,15.36353689,47.66437956,-0.219444248,1.5,0.043945966,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
49643,1992,1.237,0.33,42.13098,18.33,22.12336161,0.729336428,16338.18164,16.29613376,92.70924258,4.464,0.558002517,0.087825188,1.316031239,0.60362504,56,4.795983468,22.4885247,0.008278154,1,0.21612863,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
49809,1990,0.522,0,38.735333,16.36,27.95355856,0.438691917,18324.64149,29.24058272,76.71768321,2.394,0.692018414,0.012346597,1.041159582,1.338507669,56,18.25048059,19.155,-2.20765803,1,0.078467832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
49999,1991,1.679,0.36,47.340988,17.69,33.16479086,2.09234955,22045.61743,0.502968076,79.17163434,9.491,0.563605609,0.028294268,0.958839184,2.893353516,56,0.554236403,86.68748717,-0.218905268,0.5,0.078411711,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
50039,1990,0.807,0.74,47.024159,17.17,43.62942205,0.953949335,20484.20304,0.210979943,68.16470175,4.657,0.596116621,0.010836058,0.970305357,2.182552457,56,0.154834188,32.23655514,-1.713607239,0.5,0.063054647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
50039,1991,0.809,0.74,47.972538,16.85,41.97915029,0.946674296,19900.65788,0.217759398,69.88967947,4.757,0.593016867,0.011466194,0.928605755,2.109519355,56,0.156571867,50.09502541,-0.9213798,0.5,0.063294952,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
50047,1990,2.917,5.01,51.680629,17.55,29.5251956,4.714624607,24282.16217,1.263853993,79.83042824,19.416,0.575981732,0.026492262,1.007061273,3.43770023,56,1.843332437,74.07203291,1.946380795,0.5,0.027403755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
50062,1993,3.166,1.88,52.228676,19.44,37.18409525,2.90425125,19696.51577,0.52354597,67.84625728,14.745,0.578366809,0.026544925,0.963011086,2.10564304,56,0.436974864,56.1905436,-0.07443983,1,0.090311514,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
50112,1993,1.005,0.39,42.517616,19.47,35.607596,0.869291311,17930.92639,30.31311971,95.01154619,4.848,0.646525662,0.013262808,0.89596471,1.654274931,56,14.82242575,31.63605831,0.006864942,0.75,0.09109655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
50138,1992,1.734,1.38,51.822735,17.34,34.03738406,1.784367535,20741.2244,8.377410876,82.83579082,8.603,0.578475836,0.009560284,0.916629931,1.73763333,56,5.162900519,45.88783028,0.029358167,0,0.035027856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
50278,1990,1.232,0.73,40.319461,18.22,21.791791,1.050265231,14393.10992,31.00508065,75.58717448,7.297,0.687237518,0.003352892,1.068214886,1.178230108,56,22.17797784,20.61385552,0.015995505,1,0.122595569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
50294,1993,0.639,0.47,38.714474,18.26,33.53058611,0.6529735,18677.73168,17.81565393,80.69378587,3.496,0.621290491,0.014975373,0.981382623,1.735765584,56,11.42908873,40.33754542,-0.940868098,1.5,0.089314963,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
50336,1991,1.456,0.62,43.871178,18.18,34.37386397,1.145214253,17299.30896,44.79262051,92.47065993,6.62,0.654744859,0.013280386,1.016872249,1.653787363,56,23.30525337,24.80651446,-0.069127694,1,0.095166022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
50369,1993,0.911,2.94,40.957572,15.98,33.33119149,0.687448105,17359.80063,55.93720392,95.77788125,3.96,0.635717364,0.039960489,0.970422189,2.281648525,56,39.97913877,28.4747155,-0.296693158,1.5,0.056934763,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
50419,1991,1.995,0.85,45.354206,18.56,25.44747819,1.447351161,18907.26533,1.739391575,81.80332456,7.655,0.600913861,0.010816929,0.894672501,1.015087717,56,0.848174536,39.04134654,0.277463044,0.5,0.070093638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
50443,1991,2.143,0.61,45.48646,18.38,24.44319792,2.194634452,22154.59774,14.38578501,92.70715121,9.906,0.611869058,0.021682749,0.999750015,1.765534421,56,11.20826768,61.02182377,-0.091271231,0.5,0.07693993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
50492,2001,0.972,0.1,36.50606,15.3,24.59997437,0.810841134,16860.90941,34.46401938,92.34153494,4.809,0.588614929,0.013930069,0.841276873,1.153877757,56,17.50628457,29.3993642,0.031402977,1.5,0.293194444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84
50492,2004,0.939,1,41.863338,16,24.29999018,0.816774123,17542.39955,33.1071017,92.15508357,4.656,0.584279896,0.016935378,0.769014023,1.233385074,56,18.23452505,32.52208284,-0.050252849,1.5,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84
50542,1990,1.061,1.51,41.97011,18.71,23.54248956,0.962595549,17685.01836,22.02573601,85.5596515,5.443,0.670080103,0.018202503,1.176301747,1.480684586,56,16.19092241,30.18953817,1.140057273,0.5,0.103772003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
50658,1991,0.633,12.32,40.833794,18.29,24.25539858,0.473533396,17027.45043,26.53628225,85.24317457,2.781,0.639334716,0.126917052,0.866189807,0.979217659,56,12.56756916,27.80355299,-0.148569438,1,0.05286586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
91397,1992,1.177,0.25,39.635655,18.34,25.73017797,0.86466931,17773.26434,21.69965745,80.50567919,4.865,0.625308976,0.010539122,0.940060916,1.137907659,56,11.92039346,32.30423883,1.145193417,1,0.111888521,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
43778,1995,2.466,1.13,46.148592,18.95,27.39759592,1.533370963,14016.18796,15.58324159,76.2239537,10.94,0.625857443,0.019202873,0.924014982,0.76270181,56.1,5.691262968,22.14701205,0.297292451,1.25,0.176161245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
44305,1995,3.683,53.78,51.231852,18.18,33.23289612,4.873808669,20597.61926,0,76.37942219,23.662,0.602507602,0.13776104,0.741104859,2.595015254,56.1,0,78.08573904,0.137692069,1,0.060294717,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
44941,1995,2.55,11.21,47.55352,18.75,27.75819467,2.935374147,21542.44934,5.993548303,75.19997037,13.626,0.605593128,0.057118968,0.831011572,1.588932569,56.1,4.562265867,52.67966173,0.205717074,1,0.11629921,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
45203,2004,1.222,1,49.202019,20.2,24.5660991,1.22089267,17681.28414,19.41632289,83.96182463,6.905,0.560653633,0.081943553,0.730307847,1.498674285,56.1,14.10769863,46.89809146,0.566241976,1.5,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
46524,1994,1.197,1.05,40.522035,17.6,41.77867794,1.041727661,17843.91334,45.25603416,88.44152305,5.838,0.616606054,0.028055138,0.853502083,2.436920087,56.1,29.84742541,28.48185181,-0.142675946,1.5,0.093494284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
46870,1994,1.917,0.56,45.771083,21.13,21.91523496,1.576895049,18654.85685,23.24025834,92.05170344,8.453,0.625045171,0.009960138,0.862553286,0.939096082,56.1,10.81864872,32.03264101,0.584807681,0.5,0.082605319,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
47548,1997,0.584,1.6,34.225758,16.68,36.26067947,0.429175684,16843.62967,24.36126687,87.11048963,2.548,0.56681829,0.001046168,0.827563075,2.26427175,56.1,17.4631275,44.981145,-0.106605781,1.5,0.149992874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
47944,1996,2.081,1.25,40.325139,16.92,21.99998345,0.965551852,14486.89951,18.05357613,87.254962,6.665,0.607043527,0.016740445,1.169482705,0.464603667,56.1,4.369516535,16.74884785,-0.081292916,1,0.322990738,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
48702,1999,3.786,14.6,55.376349,19.1,25.55199613,3.979000529,21567.56751,0.248755011,73.22773181,18.449,0.596353604,0.096992089,0.659759033,1.251759636,56.1,0.16641496,48.82230705,-0.113106873,1,0.106723586,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57
43703,1998,1.483,48,53.252226,19,37.80149699,1.40978594,18620.86831,0.086477366,88.49337556,7.571,0.56693436,0.22791078,0.874706202,1.509882041,56.2,0.039032441,39.90335507,0.366254387,0.5,0.290447778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50
45237,1994,0.911,4.57,41.537709,16.56,24.47217873,0.891513813,16197.56201,3.137119363,71.91266366,5.504,0.579511565,0.033827457,1.036333814,1.104876759,56.2,1.969549363,43.17872986,0.357038185,1,0.205247542,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
49130,1994,1.585,0.19,44.644888,21.42,24.91969029,0.789914082,15164.40934,30.0521239,83.49107096,5.209,0.644076833,0.022736928,1.102643348,0.614864472,56.2,8.88120506,15.79263577,-0.300345714,1,0.255352036,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
49643,1995,1.26,0.39,42.296016,18,22.08378974,0.807857459,16953.98655,13.27895171,75.85687487,4.765,0.555665285,0.116497885,1.099808968,0.610949422,56.2,4.842844222,22.82221822,-5.907804451,1,0.184184755,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
44032,1994,2.658,6.03,45.281433,20.29,24.70979544,2.195653975,19458.11747,9.067902643,68.23704249,11.284,0.622130316,0.02977478,1.110396616,1.005221502,56.25,5.406040222,35.27505339,0.128967422,1,0.195101525,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
49510,1994,1.235,1.91,42.511413,21.57,21.9999891,0.832975093,17164.12719,26.82998484,95.82133713,4.853,0.637574028,0.023080323,1.06752126,0.731558057,56.25,9.310747142,23.94190828,0.465983064,1.5,0.204774306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
49569,1994,1.564,2.68,42.226017,20.06,35.61306711,1.164035991,17517.47165,40.02024128,92.04922772,6.645,0.633953729,0.072477532,0.880230377,1.732331429,56.25,21.14857745,27.4945631,0.579063728,1.5,0.108883005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
49668,1994,1.663,1.11,41.692998,17.81,23.79009305,1.42776842,18848.42799,2.933811569,70.16447055,7.575,0.626222471,0.011359604,1.103605551,0.871565223,56.25,1.531858731,35.10377867,0.638044403,1,0.204070123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
43968,1999,5.501,14.7,53.636751,20.4,21.9999948,7.785070939,24376.3376,0.860511102,77.11341551,31.937,0.590683442,0.096263111,0.691756217,1.636218203,56.3,0.829937102,73.54363515,1.498068689,1,0.133818182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29
45203,1994,1.437,0.96,43.472526,17.87,33.78389406,0.91705032,14841.40346,21.04883944,78.76849097,6.179,0.605978122,0.032336269,1.040206288,1.197014386,56.3,9.468153563,25.96335659,-0.027559037,1,0.245609511,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
46300,1996,1.592,4.13,46.490358,17.89,26.28218764,2.336919082,22701.75911,4.283285057,56.12608289,10.294,0.677085159,0.037038455,0.872086734,1.216865585,56.3,3.533404372,42.76660696,-1.462445725,1,0.1521706,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
46367,1995,1.094,1.27,45.930444,19.37,33.4867822,1.073881084,21031.7486,10.76734262,79.38149875,5.106,0.61992961,0.024847086,0.85803835,1.654773715,56.3,6.70277181,42.71295602,2.598835621,1,0.147461235,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
48025,2004,1.897,1,48.71556,18.7,21.99999397,2.307784542,22683.15846,24.60368893,94.53788595,10.174,0.609691806,0.032489136,0.548953042,1.964970161,56.3,23.24490305,66.07194694,1.370837328,1,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45
48736,2001,1.899,18.4,56.90446,16,30.33039053,1.594238209,19828.83344,0.216571515,46.80408886,8.04,0.58066546,0.052053164,0.703159034,1.337570995,56.3,0.204059294,43.89596619,4.813582397,1,0.366802326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57
49544,1994,1.357,1.42,43.140963,20.43,25.29999175,1.557400404,21997.18085,16.55913786,75.94391685,7.08,0.607270948,0.019514902,0.920565325,1.106429615,56.3,9.535602557,34.19680754,0.328706396,1.5,0.084971852,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
49619,1997,0.778,0.77,36.326844,17.69,28.15609907,0.537496864,17519.4545,17.21392049,77.74273067,3.068,0.606867635,0.035513296,0.949868955,0.947383866,56.3,7.450295553,26.19725854,-0.30911537,1,0.222808387,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73
43687,1994,2.039,1.08,42.947901,16.67,39.54639353,1.973940105,17572.68855,0.318455186,72.2176723,11.233,0.612831814,0.02486866,0.948034164,1.560949173,56.35,0.174055086,39.29728563,-0.087696145,1.5,0.152688545,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
44263,2002,9.979,62.3,60.030236,14.9,27.2467983,10.54067196,18761.65313,0.053061603,81.90279029,56.182,0.62400078,0.46158853,0.717302757,1.50462151,56.4,0.035776138,55.18618035,0.991142937,0.75,0.501206897,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47
45005,2003,2.785,100,68.32082,17.5,37.59359874,2.49572373,19657.55931,0,38.45455257,12.696,0.559533743,0.033866173,0.541350337,1.796345142,56.4,0,47.78327167,4.207732847,1,0.248931298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
45229,2000,0.589,0.3,44.25366,14.6,22.71400469,0.652187957,19638.30042,18.1301018,95.4622319,3.321,0.628274163,0.016635279,0.621762352,1.415493484,56.4,11.83539677,50.48269742,0.041270787,1,0.035971223,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55
47795,2004,2.46,1,46.733733,15.7,24.2587929,2.897849615,20825.36554,17.44967134,79.8210889,13.915,0.58262535,0,0.525226596,1.722329342,56.4,15.52088985,55.47725704,0.067040322,1.5,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41
45070,1994,3.189,13.81,52.946554,17.82,32.20119187,3.143130978,19919.7096,0,53.63117349,15.779,0.604485255,0.097225801,0.813279002,1.454051023,56.45,0,45.15519266,1.521959817,0.5,0.141760348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
44057,2004,3.052,6.8,65.878623,22.4,22.03319844,3.504901499,21810.21468,15.22926848,82.14041609,16.07,0.570196074,0.057583587,0.564386096,1.805130941,56.5,15.18984383,66.7379319,2.30803397,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
44107,1995,10.474,12.1,46.612328,19.2,27.95419754,10.99263267,20184.4121,0.397191083,72.51350579,54.461,0.632210651,0.053138398,0.855278732,1.38665711,56.5,0.271708134,49.3329034,-0.084037093,0.5,0.166699857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
44511,1995,1.467,36.7,49.471576,20.9,34.70749798,1.943260655,19906.37836,0.032214052,74.60347154,9.762,0.632600705,0.108707741,0.81767684,2.346896251,56.5,0.029198255,67.59008829,-2.147508065,0.5,0.090996702,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
45666,2000,1.026,4.2,48.95616,15.6,27.32747475,0.788136906,17706.96261,8.339646487,83.02902189,4.451,0.711583484,0.078341014,0.764244573,0.953219667,56.5,3.503573333,31.37779333,2.046374857,1,0.215859031,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,67
46508,2004,0.727,1,46.98567,16.3,22.36107438,1.089625969,20279.65698,33.56271421,92.26070699,5.373,0.593791146,0.033098101,0.480789228,2.398121356,56.5,39.01384795,68.23150688,-0.466185707,1.5,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17
48132,1997,1.158,27.48,50.787414,16.86,28.08797639,0.661368472,18858.525,0.113888795,67.56578905,3.507,0.639134673,0.354558916,0.939707758,1.199355202,56.5,0.071974974,42.62797554,-2.056408252,0.75,0.189028073,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47
50302,2004,1.677,1,46.996119,19.1,29.39999589,2.370360735,23950.29539,14.65022335,87.16554851,9.897,0.604783386,0.049063765,0.575455713,3.131159539,56.5,17.90017615,88.60186385,1.319850875,1,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79
44040,1994,3.012,15.82,51.954663,17.88,38.23999668,5.080480448,20070.63741,0,82.33995668,25.313,0.604661567,0.049772761,0.807566592,4.164907535,56.6,0,108.9149554,0.660813867,1,0.081892332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
44040,1999,3.217,18.1,60.857748,19.8,36.53999946,5.760741469,22293.0284,0,79.65255162,25.841,0.615836308,0.043946084,0.702478873,3.768905479,56.6,0,103.1446507,-0.893554977,1,0.114173228,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18
46011,1999,1.578,1.3,73.259109,20.3,22.64885158,1.412936006,17306.90845,26.0389653,84.8006278,8.164,0.585013642,0.05690502,0.886793144,0.995198184,56.6,13.49236386,30.44797373,1.890684966,1.5,0.143266476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
49791,1998,0.953,0.6,44.120049,17.9,22.78309124,1.016098386,20261.18417,28.44313438,95.26112567,5.015,0.619419949,0.025219285,0.650927365,1.424849087,56.6,18.67316622,43.86659506,0.428405046,1.5,0.043360361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75
49841,1995,1.95,0.51,44.94672,19.5,29.17508671,2.16335861,18946.91374,19.8912884,80.2994068,11.418,0.595118916,0.019196933,0.883377683,1.612066931,56.6,13.68741676,41.56749807,-1.73147656,0.5,0.084246152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
50120,1994,1.619,4.56,47.894765,20.38,31.382793,1.71783757,19082.84348,8.826400904,78.46339488,9.002,0.598230958,0.027575984,0.946102118,1.493563413,56.6,5.353633403,42.23816039,0.112467176,0.75,0.113244946,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
49353,1994,0.733,29.78,38.089174,11.7,30.64218336,0.621748463,16474.52206,39.58335518,90.81179046,3.774,0.673123785,0.376100848,0.854128305,1.620532509,56.65,23.0519891,29.83368454,-0.357374228,1,0.119121702,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
43703,2000,1.511,42.8,52.533822,18.8,35.55049918,1.473320926,19062.24513,0.074867042,89.19915555,7.729,0.560027026,0.234677419,0.817643668,1.627181603,56.7,0.038416717,45.73257498,-0.306243935,1,0.302702703,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50
44149,1997,1.884,8.99,45.757422,17.73,22.02399826,1.777737156,19013.23161,0.044921804,73.28736466,9.35,0.579888406,0.041925306,0.935177662,0.833749041,56.7,0.023204236,37.83318459,3.422660616,1,0.325709696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44
44404,2002,6.98,22.3,56.607264,16.6,32.07999811,11.29124753,22493.42112,0.188511877,70.59564051,50.198,0.603081267,0.053525471,0.598870452,2.999246279,56.7,0.249654057,93.24306588,0.377420882,0.5,0.360935106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
45559,1996,2.837,1.72,58.199829,17.44,21.99999391,2.301204603,21746.40525,7.364719722,60.72055505,10.582,0.622655623,0.029301463,0.895535309,1.201339779,56.7,6.623137751,47.98323093,-0.541070377,1,0.139774244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
